"Writer Name","Novel Name","Genre","Final Word Count","Average Per Day","Winner","index","url"
"sninkychan","Novel: Crappy unfinished novel","Genre:","0","0","","174","http://nanowrimo.org/participants/sninkychan/novels/crappy-unfinished-novel/stats"
"sninkychan","Novel: Crappy unfinished novel about Pete","Genre:","0","0","","175","http://nanowrimo.org/participants/sninkychan/novels/crappy-unfinished-novel-about-pete/stats"
"SquirrelScribe","Novel: Sleepwalkers (In Dreams They Walk Darkly)","Genre: Science Fiction","50047","1,668","Winner!","176","http://nanowrimo.org/participants/squirrelscribe/novels/sleepwalkers-in-dreams-they-walk-darkly/stats"
"UltraCelestial","Novel: The Fall of the Rainbow Veil","Genre:","52131","1,737","","177","http://nanowrimo.org/participants/ultracelestial/novels/the-fall-of-the-rainbow-veil/stats"
"UltraCelestial","Novel: Vandra","Genre: Fantasy","51541","1,718","Winner!","178","http://nanowrimo.org/participants/ultracelestial/novels/vandra/stats"
"unagicat","Novel: embryonic novel idea (not its real name)","Genre: Young Adult","50111","1,670","Winner!","179","http://nanowrimo.org/participants/unagicat/novels/embryonic-novel-idea-not-its-real-name/stats"
"unagicat","Novel: Somewhere Else","Genre: Young Adult","60006","2,000","Winner!","180","http://nanowrimo.org/participants/unagicat/novels/somewhere-else-603792/stats"
"unagicat","Novel: KDW","Genre: Young Adult & Youth","55617","1,853","Winner!","181","http://nanowrimo.org/participants/unagicat/novels/kdw/stats"
"unagicat","Novel: Anywhere But Here","Genre: Young Adult & Youth","64125","2,137","Winner!","182","http://nanowrimo.org/participants/unagicat/novels/anywhere-but-here-311682/stats"
"Uriel238","Novel: BLOG!","Genre:","51501","1,716","Winner!","183","http://nanowrimo.org/participants/uriel238/novels/blog-988681/stats"
"Uriel238","Novel: Space Pirates","Genre: Science Fiction","0","0","","184","http://nanowrimo.org/participants/uriel238/novels/space-pirates-798122/stats"
"Uriel238","Novel: Fleet & Federation","Genre: Science Fiction","29600","986","","185","http://nanowrimo.org/participants/uriel238/novels/fleet-federation-239932/stats"
"Uriel238","Novel: Fleet & Federation","Genre: Science Fiction","25501","850","","186","http://nanowrimo.org/participants/uriel238/novels/fleet-federation/stats"
"ValkyrieKS","Novel: Pants","Genre:","50515","1,683","Winner!","187","http://nanowrimo.org/participants/valkyrieks/novels/pants-826933/stats"
"ValkyrieKS","Novel: This Was All My Idea","Genre:","50006","1,666","Winner!","188","http://nanowrimo.org/participants/valkyrieks/novels/this-was-all-my-idea/stats"
"ValkyrieKS","Novel: Just for Fun, Let's Pretend I'm Omnipotent","Genre:","64289","2,142","Winner!","189","http://nanowrimo.org/participants/valkyrieks/novels/just-for-fun-let-s-pretend-i-m-omnipotent/stats"
"ValkyrieKS","Novel: Babelogue","Genre: Let's just see...","16497","549","","190","http://nanowrimo.org/participants/valkyrieks/novels/babelogue/stats"
"ValkyrieKS","Novel: Smoke in the Hills","Genre: Speculative Fiction","56714","1,890","Winner!","191","http://nanowrimo.org/participants/valkyrieks/novels/smoke-in-the-hills/stats"
"Vehka","Novel: Neither","Genre:","1698","56","","192","http://nanowrimo.org/participants/vehka/novels/neither-918057/stats"
"Vehka","Novel: Sephone & Sisyph (Working Title)","Genre: Science Fiction","10911","363","","193","http://nanowrimo.org/participants/vehka/novels/sephone-sisyph-working-title/stats"
"Vehka","Novel: Thanatos & Malenka","Genre:","1039","34","","194","http://nanowrimo.org/participants/vehka/novels/thanatos-malenka/stats"
"Vehka","Novel: Taivaanvahvuus","Genre: Science Fiction","50006","1,666","Winner!","195","http://nanowrimo.org/participants/vehka/novels/taivaanvahvuus/stats"
"Vehka","Novel: The Clockwork Sonata","Genre: Science Fiction","0","0","","196","http://nanowrimo.org/participants/vehka/novels/the-clockwork-sonata/stats"
"Vehka","Novel: Without","Genre: Mystery","61000","2,033","Winner!","197","http://nanowrimo.org/participants/vehka/novels/without-615977/stats"
"Vehka","Novel: The Magpie Winter","Genre: Young Adult","73976","2,465","Winner!","198","http://nanowrimo.org/participants/vehka/novels/the-magpie-winter/stats"
"Vehka","Novel: The Day That You Stole","Genre: Fantasy","52700","1,756","Winner!","199","http://nanowrimo.org/participants/vehka/novels/the-day-that-you-stole/stats"
"Vehka","Novel: World Puddles And Other Portals","Genre: Young Adult","63433","2,114","Winner!","200","http://nanowrimo.org/participants/vehka/novels/world-puddles-and-other-portals/stats"
"Vehka","Novel: Feather Binder and A Wingless Bird","Genre: Fantasy","53801","1,793","Winner!","201","http://nanowrimo.org/participants/vehka/novels/feather-binder-and-a-wingless-bird/stats"
"honeywell","Novel: The Clash of Kingdoms","Genre: Fanfiction","50584","1,686","Winner!","202","http://nanowrimo.org/participants/honeywell/novels/the-clash-of-kingdoms/stats"
"honeywell","Novel: A Hot Mess in the Lives of Several People","Genre: Mainstream","27400","913","","203","http://nanowrimo.org/participants/honeywell/novels/a-hot-mess-in-the-lives-of-several-people/stats"
"honeywell","Novel: Your Guess Is As Good As Mine","Genre: Mainstream Fiction","21996","733","","204","http://nanowrimo.org/participants/honeywell/novels/your-guess-is-as-good-as-mine-465765/stats"
"honeywell","Novel: Rooting for Reality","Genre: Satire, Humor & Parody","50075","1,669","Winner!","205","http://nanowrimo.org/participants/honeywell/novels/rooting-for-reality/stats"
"honeywell","Novel: Prince of the Park, King of the Rails","Genre: Satire, Humor & Parody","15897","529","","206","http://nanowrimo.org/participants/honeywell/novels/prince-of-the-park-king-of-the-rails/stats"
"honeywell","Novel: Untitled","Genre: Mainstream","50288","1,676","","207","http://nanowrimo.org/participants/honeywell/novels/novel-614417/stats"
"honeywell","Novel: Untitled","Genre: Mainstream","37311","1,243","","208","http://nanowrimo.org/participants/honeywell/novels/novel-614424/stats"
"honeywell","Novel: Untitled","Genre: Mainstream","50497","1,683","","209","http://nanowrimo.org/participants/honeywell/novels/novel-614426/stats"
"honeywell","Novel: Untitled","Genre: Mainstream","50023","1,667","","210","http://nanowrimo.org/participants/honeywell/novels/novel-614410/stats"
"honeywell","Novel: Shabu Shabu on Friday","Genre: Mainstream","50105","1,670","","211","http://nanowrimo.org/participants/honeywell/novels/shabu-shabu-on-friday/stats"
"Allioup","Novel: Now and Ever","Genre: Personal","14700","490","","212","http://nanowrimo.org/participants/allioup/novels/now-and-ever/stats"
"Allioup","Novel: Stuck","Genre: Adventure","9831","327","","213","http://nanowrimo.org/participants/allioup/novels/stuck-286563/stats"
"amelia.marshall","Novel: Orphan Girl","Genre: Historical","2067","68","","214","http://nanowrimo.org/participants/amelia-marshall/novels/orphan-girl/stats"
"amelia.marshall","Novel: Thirty-Nine Palms","Genre: Mainstream Fiction","50281","1,676","Winner!","215","http://nanowrimo.org/participants/amelia-marshall/novels/thirty-nine-palms/stats"
"amelia.marshall","Novel: Thirty-Nine Palms (or Zebulon's Revenge)","Genre: Literary Fiction","0","0","","216","http://nanowrimo.org/participants/amelia-marshall/novels/thirty-nine-palms-or-zebulon-s-revenge/stats"
"AngerAndAgony","Novel: DEAR SAD GHOST","Genre: Fanfiction","12947","431","","217","http://nanowrimo.org/participants/angerandagony/novels/dear-sad-ghost/stats"
"Aralonia","Novel: Pieces Here And There","Genre: Fantasy","1962","65","","218","http://nanowrimo.org/participants/aralonia/novels/pieces-here-and-there/stats"
"Aralonia","Novel: Twin Projects: Magical Girls and Fast Food \ Hotshot Pilo...","Genre: Adventurous Satire","50086","1,669","Winner!","219","http://nanowrimo.org/participants/aralonia/novels/twin-projects-magical-girls-and-fast-food-hotshot-pilot-conflict/stats"
"Aralonia","Novel: Those Who Unabashedly Sought Smiles With A Magic So Stron...","Genre: Satirical Adventure","50869","1,695","Winner!","220","http://nanowrimo.org/participants/aralonia/novels/those-who-unabashedly-sought-smiles-with-a-magic-so-strong-they-became-a-revolution-to-find-the-promised-shining-future/stats"
"Aralonia","Novel: Exodus of Infinity - Side Stories and The Longest Journey","Genre: Adventure","37857","1,261","","221","http://nanowrimo.org/participants/aralonia/novels/exodus-of-infinity-side-stories-and-the-longest-journey/stats"
"Aralonia","Novel: Exodus of Infinity - Part Two (The Second Steps)","Genre: Adventure","55805","1,860","Winner!","222","http://nanowrimo.org/participants/aralonia/novels/exodus-of-infinity-part-two-the-second-steps/stats"
"Aralonia","Novel: Exodus of Infinity - The First Days","Genre: Adventure","54294","1,809","Winner!","223","http://nanowrimo.org/participants/aralonia/novels/exodus-of-infinity-the-first-days/stats"
"bexdragon","Novel: Space: The Annihilation","Genre: Science Fiction","50096","1,669","Winner!","224","http://nanowrimo.org/participants/bexdragon/novels/space-the-annihilation/stats"
"bexdragon","Novel: Dragonmage: Dunes of Adventure","Genre: Fantasy","50584","1,686","Winner!","225","http://nanowrimo.org/participants/bexdragon/novels/dragonmage-dunes-of-adventure/stats"
"bexdragon","Novel: Rhea & G: In Deeper Trouble","Genre: Fantasy","50108","1,670","Winner!","226","http://nanowrimo.org/participants/bexdragon/novels/rhea-g-in-deeper-trouble/stats"
"bexdragon","Novel: Rhea & G: Not Your Posterchild Superheroes","Genre: Fantasy","50271","1,675","Winner!","227","http://nanowrimo.org/participants/bexdragon/novels/rhea-g-not-your-posterchild-superheroes/stats"
"bexdragon","Novel: Space: Mystic Revenge","Genre: Science Fiction","50005","1,666","Winner!","228","http://nanowrimo.org/participants/bexdragon/novels/space-mystic-revenge/stats"
"Bustella","Novel: Dogs of Pavones","Genre: Young Adult","0","0","","229","http://nanowrimo.org/participants/bustella/novels/dogs-of-pavones/stats"
"Crodentia","Novel: The Sin-Seer","Genre: Horror/Supernatural","100000","3,333","Winner!","230","http://nanowrimo.org/participants/crodentia/novels/the-sin-seer/stats"
"Crodentia","Novel: Apocalypse Springs","Genre: Science Fiction","107683","3,589","Winner!","231","http://nanowrimo.org/participants/crodentia/novels/apocalypse-springs/stats"
"DarylDarko","Novel: The Birth of the Ghosting; 1850s Ohio","Genre: Horror/Supernatural","24494","816","","232","http://nanowrimo.org/participants/daryldarko/novels/the-birth-of-the-ghosting-1850s-ohio/stats"
"DarylDarko","Novel: Liliana - Mother of Pain","Genre: Horror/Supernatural","50658","1,688","Winner!","233","http://nanowrimo.org/participants/daryldarko/novels/liliana-mother-of-pain/stats"
"DarylDarko","Novel: Cemetery Girl; the Final Days","Genre: Literary Fiction","19895","663","","234","http://nanowrimo.org/participants/daryldarko/novels/cemetery-girl-the-final-days/stats"
"DarylDarko","Novel: Cemetery Girl; Part iii (working title)","Genre: Mystery, Thriller & Suspense","50190","1,673","Winner!","235","http://nanowrimo.org/participants/daryldarko/novels/cemetery-girl-part-iii-working-title/stats"
"DarylDarko","Novel: The Wives of Midlothian","Genre: Literary Fiction","51061","1,702","Winner!","236","http://nanowrimo.org/participants/daryldarko/novels/the-wives-of-midlothian/stats"
"DarylDarko","Novel: Liliana - The Mother of Pain","Genre: Horror/Supernatural","0","0","","237","http://nanowrimo.org/participants/daryldarko/novels/liliana-the-mother-of-pain/stats"
"Derek Wallace","Novel: Speed Demons","Genre: Horror/Supernatural","747","24","","238","http://nanowrimo.org/participants/derek-wallace/novels/speed-demons-968847/stats"
"Derek Wallace","Novel: Mindbreakers","Genre: Science Fiction","79","2","","239","http://nanowrimo.org/participants/derek-wallace/novels/mindbreakers-502480/stats"
"Derek Wallace","Novel: Speed Demons","Genre: Science Fiction","18067","602","","240","http://nanowrimo.org/participants/derek-wallace/novels/speed-demons/stats"
"dkdailey","Novel: Baby Box Orphan","Genre: Young Adult","50037","1,667","Winner!","241","http://nanowrimo.org/participants/dkdailey/novels/baby-box-orphan/stats"
"dkdailey","Novel: Second Chance Technology","Genre: Young Adult","50030","1,667","Winner!","242","http://nanowrimo.org/participants/dkdailey/novels/second-chance-technology/stats"
"dkdailey","Novel: Yuraliso","Genre: Young Adult & Youth","50006","1,666","Winner!","243","http://nanowrimo.org/participants/dkdailey/novels/yuraliso/stats"
"ebonstorm","Novel: The World According to Superheroes","Genre: Personal","50652","1,688","Winner!","244","http://nanowrimo.org/participants/ebonstorm/novels/the-world-according-to-superheroes/stats"
"ebonstorm","Novel: The Aspect War","Genre: Fantasy","50557","1,685","","245","http://nanowrimo.org/participants/ebonstorm/novels/the-aspect-war/stats"
"EllenMulholland","Novel: The Magenta Wise Chronicles: Book ONE Plastic Wrap","Genre: Young Adult","50144","1,671","Winner!","246","http://nanowrimo.org/participants/ellenmulholland/novels/the-magenta-wise-chronicles-book-one-plastic-wrap/stats"
"escabatum_rip3","Novel: Red Horizon","Genre: Science Fiction","50093","1,669","Winner!","247","http://nanowrimo.org/participants/escabatum_rip3/novels/red-horizon-876249/stats"
"escabatum_rip3","Novel: The Doctor Draft","Genre: Satire/Humor","5850","195","","248","http://nanowrimo.org/participants/escabatum_rip3/novels/the-doctor-draft/stats"
"escabatum_rip3","Novel: TBD","Genre: Hist Fiction with Supernatural","16514","550","","249","http://nanowrimo.org/participants/escabatum_rip3/novels/tbd-317287/stats"
"ethibeaux","Novel: Super: Act II","Genre: Young Adult","0","0","","250","http://nanowrimo.org/participants/ethibeaux/novels/super-act-ii/stats"
"ethibeaux","Novel: Super","Genre: Young Adult","45474","1,515","","251","http://nanowrimo.org/participants/ethibeaux/novels/super-638691/stats"
"fiegellan","Novel: The Path","Genre: Personal","766","25","","252","http://nanowrimo.org/participants/fiegellan/novels/the-path-958182/stats"
"fiegellan","Novel: The River","Genre: Fantasy","8140","271","","253","http://nanowrimo.org/participants/fiegellan/novels/the-river-723216/stats"
"fiegellan","Novel: The Shift","Genre: Fantasy","50246","1,674","Winner!","254","http://nanowrimo.org/participants/fiegellan/novels/the-shift-527825/stats"
"fireun","Novel: Unfamiliar","Genre: Fantasy","21911","730","","255","http://nanowrimo.org/participants/fireun/novels/unfamiliar-874205/stats"
"G.M. Luna","Novel: Acey Deucy","Genre: Adventure","30000","1,000","","256","http://nanowrimo.org/participants/g-m-luna/novels/acey-deucy/stats"
"G.M. Luna","Novel: A Different Corner of the Sky","Genre: Adventure","65000","2,166","","257","http://nanowrimo.org/participants/g-m-luna/novels/a-different-corner-of-the-sky/stats"
"G.M. Luna","Novel: untitled","Genre: Thriller/Suspense","25000","833","","258","http://nanowrimo.org/participants/g-m-luna/novels/untitled-990761/stats"
"Grant Faulkner","Novel: The Debaters","Genre: Young Adult","50114","1,670","Winner!","259","http://nanowrimo.org/participants/grant-faulkner/novels/the-debaters/stats"
"Grant Faulkner","Novel: Margery","Genre: Mainstream","50003","1,666","Winner!","260","http://nanowrimo.org/participants/grant-faulkner/novels/margery/stats"
"Grant Faulkner","Novel: The Letters","Genre: Literary Fiction","51283","1,709","Winner!","261","http://nanowrimo.org/participants/grant-faulkner/novels/the-letters-368962/stats"
"Grant Faulkner","Novel: The Fantasist","Genre: Mainstream Fiction","51572","1,719","Winner!","262","http://nanowrimo.org/participants/grant-faulkner/novels/the-fantasist-180142/stats"
