,Writer Name,Member Length,LifetimeWordCount,url,Age,Birthday,Favorite books or authors,Favorite noveling music,Hobbies,Location,Occupation,Primary Role,Sponsorship URL,Expected Final Word Count,Expected Daily Average,CURRENT WINNER,Current Donor,Wins,Donations,Participated,Consecutive Donor,Consecutive Wins,Consecutive Part,Part Years,Win Years,Donor Years,Num Novels,Expected Num Submissions,Expected Avg Submission,Expected Min Submission,Expected Min Day,Expected Max Submission,Expected Max Day,Expected Std Submissions,Expected Consec Subs,FW Total,FW Sub,FH Total,FH Sub,SH Total,SH Sub
52,AngerAndAgony,1,0,http://nanowrimo.org/participants/AngerAndAgony,18,June 16,"Ned Vizzini, JK Rowling, Jodi Picoult, Rick Riordan, Chris De'Lacey, Suzanne Collins, Veronica Roth, Joelle Charbonneau, Kristin","Three Days Grace, Shinedown, Thirty Seconds To Mars, Issues, David Cook, Daughtry, The Goo Goo Dolls, The Fray","Singing, writing, going to concerts, playing video games","Hayward, CA, USA",Student at California State university East Bay,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,6666,4,6666,4,6666,4
53,Aralonia,5,248911,http://nanowrimo.org/participants/Aralonia,,,"The Great Gatsby, The Hunt for Red October, The Handmaid's Tale, 2001 A Space Odyssey, many","JRPG soundtracks, anime soundtracks, Beethoven's 3rd, Radiohead, hilariously peppy J-Pop, waltzes, minuets, Top Gear, numbers stations","Video games, drawing, writing of course, driving,","Moraga or San Jose, California, USA","Student, dreamer.",,,49782.2,1659.40666667,0,0,4,2,5,1,2,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2013, 2014]","[2011, 2013]",5,11.8,2757.83205128,281.2,6.2,12700.6,23.8,3172.73141584,9,1962,1,1962,1,1962,1
54,bexdragon,10,200968,http://nanowrimo.org/participants/bexdragon,,,"Sunshine (Robin McKinley), White Dragon (Anne McCaffrey), Outlaws of Sherwood (Robin McKinley), Fire Dancer (Ann Maxwell), Anne McCaffrey, Robin McKinley, Mercedes Lackey, Ann Maxwell, Neal Stephenson, David R.","2Cellos, Birthday Massacre, Dune, Nightwish, Beseech, Charon, Delerium","Role Playing Games, Books, Movies, Adventure Travel, Laziness","Madison, WI",,Municipal Liaison,,50242,1674.73333333,1,1,4,4,4,4,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",4,19.75,2551.58492064,264.25,12.5,6065,20.25,1689.09192828,17.75,10031,7,10031,7,10031,7
55,Bustella,0.166666666667,0,http://nanowrimo.org/participants/Bustella,,,"DFW, Junot Diaz, Christopher Moore. Read every Agatha Christie by age",silence,Fantasy hobbies surfing and painting,"El Cerrito, CA",Consulting,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
56,Crodentia,1,107683,http://nanowrimo.org/participants/Crodentia,30,,"""Patient Zero"" by Jonathan Maberry, ""Fight Club"" by Chuck Palahniuk, and ""Byzantium"" by Stephen",http://www.youtube.com/playlist?list=PLWuaXjZbo-m1cJBxbXgqXyRWesBp0cZej,"Analyzing movies, mental health advocacy, researching penguins, history, etymology, theology, and philosophy.","Apocalypse Springs, CO",Freelancer,,,107683,3589.43333333,1,1,1,1,1,1,1,1,[2014],[2014],[2014],1,16,6730.1875,177,9,21737,15,6350.30523104,16,35000,7,35000,7,35000,7
57,DarylDarko,11,171804,http://nanowrimo.org/participants/DarylDarko,57,,"We Have Always Lived in the Castle, by Shirley Jackson, Clive Barker, Philip K. Dick, Samuel Beckett, Stephen King, James Joyce, Shirley Jackson, Carlton Mellick III, Eugene O'Neil, Poppy Z. Brite, Francesca Lia Block, Sarah","Captain Beefheart, Joy Division, Brian Eno, METALLICA, Paganini, King Crimson, 70's Punk Rock, Bela Bartok, Ramms+ein, Bob Dylan, Radiohead...","Photography, taphophilia, Buffy the Vampire Slayer, driving around w/my GPS, horror film & literature, book sales, the sea, the sea...","San Ramon, California",photographer/writer/vegetable-selling-man,,https://www.classy.org/fundraise?fcid=239622,34360.8,1145.36,0,0,3,0,5,0,2,5,"[2010, 2011, 2012, 2013, 2014]","[2011, 2012, 2014]",[],5,18,1561.97666667,319,8,3173.8,7.2,712.315406526,17,7976,6,7976,6,7976,6
58,Derek Wallace,3,18146,http://nanowrimo.org/participants/Derek-Wallace,36,January 12,"John Steinbeck, Jack Kerouac, Charles Bukowski, George Orwell, Aldous Huxley, Ray Bradburry, Chuck Palahniuk, Carl Sagan, Tom Brown Jr., Alex Garland, Robert Moss, Gary Paulsen, Howard Zinn, Stephen",Instrumentals,"Filmmaking, comic books, 3D Printing, Star Trek","Oakland, CA",Writer/Director,,,9073,302.433333333,0,0,0,0,2,0,0,2,"[2012, 2013]",[],[],2,4.5,1168.6875,39.5,1,3487.5,13,1048.57444709,3,747,1,747,1,747,1
59,dkdailey,2,100036,http://nanowrimo.org/participants/dkdailey,,,,"Alternative, R&B",Watching movies and writing,Oakland/Alameda,,,,50018,1667.26666667,1,0,2,1,2,1,2,2,"[2013, 2014]","[2013, 2014]",[2013],2,21,2431.51388889,-21113.5,14.5,27388,26,9498.80944941,20,19590,7,19590,7,19590,7
60,ebonstorm,5,50557,http://nanowrimo.org/participants/ebonstorm,,,"When True Night Falls, Lilith's Brood, Dune and all of its spin-offs, The Silmarillion, Anything by Octavia Butler, CS Friedman, Frank or Brian",,,"Hayward, CA","Author, Technology Consultant",,,50557,1685.23333333,1,0,0,0,1,0,0,1,[2011],[],[],1,5,10111.4,2904,1,17780,27,5567.3579946,2,19634,7,19634,7,19634,7
61,EllenMulholland,0.25,0,http://nanowrimo.org/participants/EllenMulholland,,,"I love books on craft (Goldberg, King, Lamott). My favorite storyteller is Carson",Currently I Monster,I don't consider writing a hobby. Hobbies are things you do when you want to relax like knitting or whittling. I do neither. I write. I have no hobbies.,"Bay Area, Northern California","teacher, writer, mom",,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,11104,7,11104,7,11104,7
62,escabatum_rip3,3,22364,http://nanowrimo.org/participants/escabatum_rip3,,,"Anne McCaffrey's Dragonriders of Pern, The Golden Compass Trilogy, Atlas Shrugged, Allegory of the","Shiny Toy Guns - Frozen Oceans, Somewhere to Hide; M83 - Starwaves;","Writing, drawing, computer games, cooking, mixing cocktails, making props and graphic design","Davis, CA",Family Medicine Resident Physician,,,11182,372.733333333,1,1,0,0,2,0,0,1,"[2012, 2014]",[],[],2,4,2838.66666666,0,1,6656,17.5,2646.85814779,2,5787,5,5787,5,5787,5
63,ethibeaux,1,45474,http://nanowrimo.org/participants/ethibeaux,28,July 1,"Neil Gaiman, David Sedaris, Dave Eggers, JK Rowling, Cassandra Clare, George RR",mostly just coffeehouse chatter.,"writing (obviously), baking, hiking, Netflix (that counts, right?)","Oakland, California",Audio Engineer / Producer,,,45474,1515.8,0,0,0,0,1,0,0,1,[2014],[],[],1,17,2674.94117647,362,18,5518,23,1285.49759057,14,0,0,0,0,0,0
64,fiegellan,2,58386,http://nanowrimo.org/participants/fiegellan,28,November 5,"Stephen King, Terry Goodkind, Rachel","EDM, something with a steady beat, or classical music. Really anything. I just can't write in silence...","Running, Swimming, Biking, Music, Programming, Living life to the max","Fairfax, CA",Jr Business System Analyst,,,29193,973.1,0,0,1,0,2,0,1,2,"[2013, 2014]",[2013],[],2,12.5,2070.15,516.5,3,3335,15.5,665.548180183,11,766,1,766,1,766,1
65,fireun,9,0,http://nanowrimo.org/participants/fireun,34,,"Lois McMaster Bujold, Sherwood Smith, Sarah Monette, Emma Bull, Joan D. Vinge, Kristine Smith, Kari","a 5,000 song playlist of just about everything on shuffle","geocaching, drumming, taxidermy, firespinning","Naples, NY",Librarian,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
66,G.M. Luna,0.25,90000,http://nanowrimo.org/participants/G-M-Luna,,,"stienbeck, melville, beckett, Hemingway, shepard, robbins, t.c.","classical, jazz, blues","sailing, fly fishing, gym, community service",Berkeley,"retired jockey, self-employed",,,45000,1500,0,0,0,0,2,0,0,1,"[2000, 2014]",[],[],2,1,0,0,1,0,1,0,0,13000,7,13000,7,13000,7
67,Grant Faulkner,5,152910,http://nanowrimo.org/participants/Grant-Faulkner,,,"The Sheltering Sky, A Visit from the Goon Squad, Under the Volcano, Housekeeping, The Windup Girl, Tender Is the Night, Madame Bovary, Invisible Cities, Anna Karenina, Paul Bowles, Lydia Davis, Daniel Clowes, Doctor Seuss, Yasunari Kawabata, James Ellroy, Nathalie Sarraute, James Salter, Denis Johnson, Basho, Frank Portman, Jenny Offil, Paolo Bacigalupi, Zora Neale Hurston, Robert Stone, Malcolm Lowry, Dorothy Parker, Herman Hesse, Alice Munro, Raymond Chandler, Anne Sexton, Roland Barthes, Milan Kundera, Graham Greene, Jane Austen, Fyodor Dostoevsky, William Gibson, Ray Bradbury, Philip K. Dick, Dean Young, Anais Nin, Teju Cole, Tony Hoagland, Raymond Carver, John Ashberry, Langston Hughes, Heather","Arvo Part, William Basinski, X, Sigur Ros, The xx, Coco Rosie, Perfume Genius, John Cage, Eric Satie, Chelsea Wolfe, Morton Feldman","Making collages, taking photos, junk collecting, hot tubbing, tap dancing",Berkeley,Executive Director of a Wildly Creative and Wondrous Organization,admin,,38227.5,1274.25,1,1,3,3,4,2,3,4,"[2011, 2012, 2013, 2014]","[2012, 2013, 2014]","[2011, 2013, 2014]",4,16.25,1878.35217049,283.75,4.75,4896.75,25.25,1337.01467231,15,12343,6,12343,6,12343,6
68,greenphoenixrain,5,250136,http://nanowrimo.org/participants/greenphoenixrain,27,,"Patrick Rothfuss, Dragonlance Novels, Sabriel, Dealing with Dragons, Assassin's Apprentice, Lord of the Rings, Song of the Lioness Series, The Hobbit, Margaret Weis, Tracy Hickman, Tamora Pierce, Tolkien, Garth Nix, Robin",Epic Pandora Radio Station,"Reading, outdoory stuff, animals, sewing, LARP","Everett, WA",Scientist,Municipal Liaison,,50027.2,1667.57333333,1,0,5,4,5,3,5,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013, 2014]","[2010, 2012, 2013, 2014]",5,22.8,1418.14259259,183,12.2,3835.2,17.4,864.70834599,22.6,7503,5,7503,5,7503,5
69,hsparks,1,0,http://nanowrimo.org/participants/hsparks,,,,Whatever my MC is currently into,Thinking about the future,California,PhD Candidate,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,3807,4,3807,4,3807,4
70,Ixy-Pixy,9,447942,http://nanowrimo.org/participants/Ixy-Pixy,,,"Jostein Gaardner, Tamora Pierce, J.K. Rowling, Heinlein, Rick Riordan, Neil",,"Reading, Arts & Crafts, Cooking",San Ramon,Teacher,Municipal Liaison,,37328.5,1244.28333333,1,0,4,4,12,4,4,12,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009]",12,5.75,1268.07730135,-181.083333333,4.58333333333,4206.16666667,6.33333333333,1144.98685838,3.58333333333,11820,5,11820,5,11820,5
71,jjfid,8,88859,http://nanowrimo.org/participants/jjfid,54,,"I am a lover of children's books, short and sweet! Sadly I don't have a list of favorite authors but I do remember A 1959 novel by Jean Craighead George ""My Side of the Mountain"" about the adventures of a young boy and how he survived in the wilderness. I still remember the thrill I felt reading it., Neal A Maxwell, Sheri",,I like my dog. I like art and creating with my hands. I like to garden. I love my friends and family.,"Majesticly Beautiful, Tooele County Utah",,,,22214.75,740.491666667,0,1,1,2,4,1,1,3,"[2007, 2008, 2009, 2014]",[2007],"[2009, 2014]",4,2.5,395.178571428,0,1,955,3.75,314.511148858,0.5,2198,1,2198,1,2198,1
72,jodimt,4,210268,http://nanowrimo.org/participants/jodimt,,,,mixed,"phonetography, fiber arts, painting, birding","Boston, MA Metro Region",,,,52567,1752.23333333,1,1,3,4,4,4,3,4,"[2011, 2012, 2013, 2014]","[2012, 2013, 2014]","[2011, 2012, 2013, 2014]",4,21.75,2438.31547619,571.5,8,6844.75,19,1606.489661,20.75,5468,4,5468,4,5468,4
73,jonbritton,2,2008,http://nanowrimo.org/participants/jonbritton,,,,tap tap tap tap tap tap tap tap tap tap tap tap tap tap tap,,"Oakland, California, USA","Engineer, Artist, Writer, Coder, infrequent",,,2008,66.9333333333,0,0,0,0,1,0,0,1,[2013],[],[],1,3,669.333333333,200,4,962,3,335.230600566,2,0,0,0,0,0,0
74,J_Hill,4,851,http://nanowrimo.org/participants/J_Hill,58,August 12,"T.E.D. Klien, Connie",Mikalos Roza Soundtracks,"Writing and Producing LARP events, RPG tabletop games, Knitting",Oakland,Self,,,851,28.3666666667,0,0,0,0,1,0,0,1,[2011],[],[],1,3,283.666666667,0,1,466,2,203.290159351,0,2229,1,2229,1,2229,1
75,laceywilson,0.166666666667,0,http://nanowrimo.org/participants/laceywilson,30,,Most memoirs and,"Acoustic, like Boyce Avenue Style but instrumental.","sewing, traveling, crafting, pretending to be an entrepreneur, coffee shop-hanging, reading","Hayward, California",Educator,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,761,1,761,1,761,1
76,Laconic Lad,1,7223,http://nanowrimo.org/participants/Laconic-Lad,42,July 19,"I love The Black Hole Travel Agency by Jack McKinney (for personal reasons), Sunburst by Phyllis Gottlieb, everything David Brin has ever written, and the same for Dave Duncan. I think I like Joey Comeau's stories, but I'm not sure they were written to be enjoyed, so maybe I'm reading them","Harsh, grating industrial.","I enjoy eating food that makes my insides die, recovering from injuries, being awake forever and always, believing I understand and am good at Mathematics, and trusting indiscriminately.","Danville, CA","Office Manager, maybe? We never really did decide on a title for me.",,,7223,240.766666667,0,0,0,0,1,0,0,1,[2014],[],[],1,4,1805.75,704,3,4034,1,1323.58573107,2,0,0,0,0,0,0
77,lassen86,0.166666666667,0,http://nanowrimo.org/participants/lassen86,,,I like them,none.,"writing, reading, crafts, dancing, singing, cooking, games, hiking, long walks.","Oakland, CA",Novice Writer,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,9057,7,9057,7,9057,7
78,lenichi,1,50133,http://nanowrimo.org/participants/lenichi,,June 8,"God, Brandon Mull, Cornelia Funke, Ken Follet, Markus Zusak, Catherine Valente, Rick Riordan, Jonathan","The Script, American Authors, Piano Guys, OneRepublic, Fallout Boy, Imagine Dragons, Bastille","I Church, Mock Trial, MUN, DECA, Adobe Creative Cloud, Volunteer, Engineer, and make the world go round.",San Ramon,Student,,,50133,1671.1,0,0,1,0,1,0,1,1,[2014],[2014],[],1,14,3580.92857143,564,21,15031,30,3717.01326844,11,8357,6,8357,6,8357,6
79,LetterpressLibrarian,1,60169,http://nanowrimo.org/participants/LetterpressLibrarian,,,"J. R. R. Tolkien, Patrick Rothfuss, Neil Gaiman, Sarah Addison Allen, Alice Hoffman, Jim Butcher, Erin Morgenstern, Emily Dickinson, Jane Austen, Brene Brown, Bill Bryson, Jared",I prefer silence when writing; I'm bad at multi-tasking.,"Reading, Letterpress Printing, Photography, Baking",Hayward,Librarian,,,60169,2005.63333333,1,1,1,1,1,1,1,1,[2014],[2014],[2014],1,29,2074.79310345,1026,23,3714,1,538.480069065,29,22549,7,22549,7,22549,7
80,lil bone,5,174251,http://nanowrimo.org/participants/lil-bone,,,"Outlander, The Great Gatsby, Princess Bride. Gabaldon, Shakespeare, Brontë, Austen, F. Scott Fitzgerald, Gail","Mumford and Sons, Marcus Foster, Angus and Julia Stone","writing, skiing, writing, gardening, writing.",bay area,graphic designer,,,43562.75,1452.09166667,0,0,3,3,4,3,3,4,"[2010, 2011, 2012, 2013]","[2010, 2011, 2012]","[2010, 2011, 2012]",4,14,1389.01994302,375.25,6.5,3546.5,14.25,868.266618153,13,0,0,0,0,0,0
81,lokelani86,6,217412,http://nanowrimo.org/participants/lokelani86,29,,Too many to,Showtunes!,"Reading, writing, cooking gluten free, kicking it with my dog, movies, singing karaoke, the beach","Honolulu, HI",Middle School English Teacher,Municipal Liaison,,54353,1811.76666667,1,0,4,1,4,1,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",[2014],4,17.25,3288.19017094,201,17.25,9503.5,13.25,2721.12710033,16,12124,5,12124,5,12124,5
82,Mancha,3,90953,http://nanowrimo.org/participants/Mancha,,,"All sorts but Fantasy/Sci Fi, Pern, Discworld,",,"anime, movies, fanfiction, reading, writing, climbing, hiking","East Bay, California",IT,,,30317.6666667,1010.58888889,0,1,1,1,3,1,1,3,"[2012, 2013, 2014]",[2013],[2013],3,20,1482.72698693,108.666666667,10,3905.33333333,10.3333333333,1074.88921528,18.6666666667,9602,7,9602,7,9602,7
83,MKent1,0.25,0,http://nanowrimo.org/participants/MKent1,,,"Ivan Illich, W S Burroughs, Mark Twain, Gary Snyder, H de Balzac, Marge Piercy, Ken Kesey, Wendell Berry, Jorge Amado, Germaine Greer, Alexandro Jodorowsky and R A Heinlein come immediately to",ambient sound. no music,"didgeridoo, performance, conversation, reasoning, exercising body and senses","San Pablo, CA, USA","musician/performer/ritualist, home artist/""carpenter"", research scientist (ret.)",,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,27116,7,27116,7,27116,7
84,MusicalMe,7,0,http://nanowrimo.org/participants/MusicalMe,31,,"I am the Messenger, The Book Thief, Anne of the Island, Anne of Green Gables, The Blue Castle, Harry Potter series, Series of Unfortunate Events, Little Women, Hope was Here, Chronicles of Narnia, etc..., Lucy Maud Montgomery, J.K. Rowling, Lemony Snickett, C.S. Lewis, Adrian Plass,",Depends on what I'm writing about,"Music, playing instruments, singing, directing my choir, writing music, writing, reading, movies, TV, filming and film editing, scrapbooking, spending time with friends or my boyfriend, movies, walking, swimming, etc","Austin, Texas",Church music director / Instacart Shopper,,,0,0,0,1,0,0,1,0,0,1,[2012],[],[],1,1,0,0,1,0,1,0,0,6879,4,6879,4,6879,4
85,mwalker,10,401717,http://nanowrimo.org/participants/mwalker,,,The Three,"Usually none, but when I do it's quiet classical.","reading, exploring new things, computer games, watching a bit of TV","Pleasanton, CA",iOS Software Engineer,,,50214.625,1673.82083333,1,1,8,6,8,3,5,5,"[2005, 2006, 2008, 2010, 2011, 2012, 2013, 2014]","[2005, 2006, 2008, 2010, 2011, 2012, 2013, 2014]","[2006, 2008, 2010, 2012, 2013, 2014]",8,13.375,983.642543598,246.125,12.625,2083.5,5.875,423.76526206,12.625,20025,7,20025,7,20025,7
86,naseem.sage,1,62832,http://nanowrimo.org/participants/naseem-sage,,,"Book Theif by Markus Zusak, Dr. Zhivago by Pasternak, and Crime and Punishment by","Imagine Dragons, Puccini (opera), Evanescence, 5sos, Maroon5, P!nk, Paramore....",,"Oakland, CA",student :p,,,31416,1047.2,0,0,1,0,2,0,1,2,"[2013, 2014]",[2014],[],2,10,1318.44736842,0,1,4546.5,15.5,965.59451137,8.5,5154,4,5154,4,5154,4
87,NLettis,0.25,0,http://nanowrimo.org/participants/NLettis,,,,cafe background,"photography, backpacking, reading",California,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
88,Nytshaed,6,321306,http://nanowrimo.org/participants/Nytshaed,,January 3,"Biographies, Harry Potter, ""The Dirt"", ""The Heroin Diaries""., E.R Burroughs, JK",Metal. Hard Rock.,"RPGs, BJDs, Tiki-o-phile, Rum, anything that Glows in the Dark",Nor Cal - 510,"Printing Technician, Maze Haunter, Scare Actor.",,,53551,1785.03333333,1,1,6,4,6,4,6,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013]",6,15.6666666667,1562.97396998,34.1666666667,5.5,5154.66666667,10.6666666667,1160.96946228,14.3333333333,10376,7,10376,7,10376,7
89,poise,4,186784,http://nanowrimo.org/participants/poise,,,"Austen, Hugo, LeGuin, McGuckian, Owen, Rowling, Wright; Robin",no music,developing a realistic world view,,,,,46696,1556.53333333,1,1,2,0,4,0,2,4,"[2011, 2012, 2013, 2014]","[2013, 2014]",[],4,23,2040.05316092,335.75,15.5,4772.5,26.5,1253.15061807,21.75,12980,7,12980,7,12980,7
90,QuinnWhittaker,3,107800,http://nanowrimo.org/participants/QuinnWhittaker,,,"Juliet Marillier, Rachel Kane, Ann Agguire, Gail Carriger, Gini Koch, Piers Anthony, George R.R. Martin, Agnes and the","Mixed Medley - Instrumental, Rock, Metal, Hip Hop, Soul, etc.","Reading, Gardening, Ukulele, Food, and lots of Tea",Marin,,,,35933.3333333,1197.77777778,0,0,1,0,3,0,1,3,"[2012, 2013, 2014]",[2012],[],3,12.3333333333,3801.97979798,508.333333333,14,10584,6.66666666667,3415.29090044,10.3333333333,0,0,0,0,0,0
91,RagingFem,2,74758,http://nanowrimo.org/participants/RagingFem,61,,"Stephen King, Margaret E. Atwood, Anne Rice, To Kill a Mockingbird (all time favorite",Environmental sounds. Music tends to get in the way.,"Reading, writing, crocheting, knitting, and anything that can be done on a computer.","Concord, CA",Ask me December 1st.,,,37379,1245.96666667,0,0,1,1,2,1,1,2,"[2013, 2014]",[2014],[2014],2,16.5,2194.41165413,243.5,11,7871.5,18.5,1740.74750473,14,0,0,0,0,0,0
92,revdolphin,1,0,http://nanowrimo.org/participants/revdolphin,,,"Terry Pratchett, Douglas Adams, J.K. Rowling, Isaac Asimov, J.P.",,"Gaming, Writing, Reading","Berkeley, CA",Preschool Teacher,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,6207,5,6207,5,6207,5
93,Robertjm,5,50029,http://nanowrimo.org/participants/Robertjm,,February 23,"George RR Martin, Arthur C. Clarke, Jerry Pournelle, Larry",Light Classical,"ice hockey, amateaur radio, movies",San Francisco Bay Area,Hmmm.....,,,50029,1667.63333333,1,1,1,1,1,1,1,1,[2014],[2014],[2014],1,27,1852.92592593,677,4,3476,15,507.231989142,27,17155,7,17155,7,17155,7
